15, 100, 6, 22292347 
15, 100, 5, 16793990 
15, 100, 3, 9150063 
15, 100, 2, 1589375 
15, 100, 4, 1086491 
15, 100, 1, 979 
15, 101, 6, 30742042 
15, 101, 5, 15849870 
15, 101, 3, 4472767 
15, 101, 4, 683126 
15, 101, 2, 486132 
15, 101, 1, 0 
15, 102, 6, 27282936 
15, 102, 5, 16946102 
15, 102, 3, 6040814 
15, 102, 4, 885435 
15, 102, 2, 796630 
15, 102, 1, 634 
15, 103, 6, 25455870 
15, 103, 5, 16628914 
15, 103, 3, 7368495 
15, 103, 2, 1069804 
15, 103, 4, 921807 
15, 103, 1, 2621 
15, 104, 6, 20310850 
15, 104, 5, 17324738 
15, 104, 3, 9870077 
15, 104, 2, 1880310 
15, 104, 4, 1325765 
15, 104, 1, 2412 
15, 105, 6, 22219757 
15, 105, 5, 18399315 
15, 105, 3, 8193863 
15, 105, 4, 1379975 
15, 105, 2, 1374696 
15, 105, 1, 5498 
15, 106, 6, 24572651 
15, 106, 5, 15513380 
15, 106, 3, 8673836 
15, 106, 2, 1351135 
15, 106, 4, 670708 
15, 106, 1, 1495 
15, 107, 6, 26725986 
15, 107, 5, 16332705 
15, 107, 3, 6855211 
15, 107, 2, 941172 
15, 107, 4, 755386 
15, 107, 1, 836 
15, 108, 6, 29099577 
15, 108, 5, 15883538 
15, 108, 3, 5625828 
15, 108, 2, 679896 
15, 108, 4, 668889 
15, 108, 1, 365 
15, 109, 6, 20582789 
15, 109, 5, 16180299 
15, 109, 3, 10289915 
15, 109, 2, 1909006 
15, 109, 4, 1091524 
15, 109, 1, 3489 
15, 10, 6, 21608838 
15, 10, 5, 17751315 
15, 10, 3, 8924640 
15, 10, 2, 1564384 
15, 10, 4, 1274994 
15, 10, 1, 7774 
15, 110, 6, 19349899 
15, 110, 5, 16316956 
15, 110, 3, 10873225 
15, 110, 2, 2216504 
15, 110, 4, 1256557 
15, 110, 1, 1877 
15, 111, 6, 30493369 
15, 111, 5, 15937561 
15, 111, 3, 4580283 
15, 111, 4, 665913 
15, 111, 2, 524441 
15, 111, 1, 252 
15, 112, 6, 20270191 
15, 112, 5, 16000250 
15, 112, 3, 10673410 
15, 112, 2, 1978350 
15, 112, 4, 1023064 
15, 112, 1, 2612 
15, 113, 6, 22500358 
15, 113, 5, 18573080 
15, 113, 3, 7922160 
15, 113, 4, 1372364 
15, 113, 2, 1294175 
15, 113, 1, 4693 
15, 114, 6, 24485555 
15, 114, 5, 17528711 
15, 114, 3, 7422930 
15, 114, 2, 1139255 
15, 114, 4, 1078775 
15, 114, 1, 3926 
15, 115, 6, 25063075 
15, 115, 5, 17901015 
15, 115, 3, 6787993 
15, 115, 4, 1100324 
15, 115, 2, 1016224 
15, 115, 1, 4856 
15, 116, 6, 25734708 
15, 116, 5, 17351226 
15, 116, 3, 6785880 
15, 116, 4, 1009846 
15, 116, 2, 940906 
15, 116, 1, 1219 
15, 117, 6, 26954425 
15, 117, 5, 16251029 
15, 117, 3, 6745467 
15, 117, 2, 949898 
15, 117, 4, 753411 
15, 117, 1, 1043 
15, 118, 6, 24117695 
15, 118, 5, 17113272 
15, 118, 3, 7876679 
15, 118, 2, 1261059 
15, 118, 4, 1027660 
15, 118, 1, 1552 
15, 119, 6, 30577983 
15, 119, 5, 15958989 
15, 119, 3, 4509257 
15, 119, 4, 680076 
15, 119, 2, 501061 
15, 119, 1, 774 
15, 11, 6, 24739241 
15, 11, 5, 17770132 
15, 11, 3, 7070427 
15, 11, 4, 1109015 
15, 11, 2, 1041517 
15, 11, 1, 1137 
15, 120, 6, 24335070 
15, 120, 5, 16080858 
15, 120, 3, 8487216 
15, 120, 2, 1204228 
15, 120, 4, 825207 
15, 120, 1, 463 
15, 121, 6, 25400017 
15, 121, 5, 17652583 
15, 121, 3, 6770829 
15, 121, 4, 1046112 
15, 121, 2, 972740 
15, 121, 1, 1381 
15, 122, 6, 30251900 
15, 122, 5, 15814103 
15, 122, 3, 4838433 
15, 122, 4, 683304 
15, 122, 2, 557410 
15, 122, 1, 705 
15, 123, 6, 19792425 
15, 123, 5, 16663294 
15, 123, 3, 10452029 
15, 123, 2, 2068763 
15, 123, 4, 1299946 
15, 123, 1, 2885 
15, 124, 6, 26305189 
15, 124, 5, 16831009 
15, 124, 3, 6721829 
15, 124, 2, 970024 
15, 124, 4, 925571 
15, 124, 1, 3310 
15, 125, 6, 30518608 
15, 125, 5, 16190378 
15, 125, 3, 4378528 
15, 125, 4, 732859 
15, 125, 2, 473604 
15, 125, 1, 2281 
15, 126, 6, 22617687 
15, 126, 5, 17722718 
15, 126, 3, 8406291 
15, 126, 2, 1394780 
15, 126, 4, 1248416 
15, 126, 1, 2055 
15, 127, 6, 23859959 
15, 127, 5, 16086835 
15, 127, 3, 8705805 
15, 127, 2, 1421352 
15, 127, 4, 786453 
15, 127, 1, 367 
15, 128, 6, 24597059 
15, 128, 5, 17263404 
15, 128, 3, 7467679 
15, 128, 2, 1151154 
15, 128, 4, 1054642 
15, 128, 1, 3351 
15, 129, 6, 20611522 
15, 129, 5, 16907119 
15, 129, 3, 9986436 
15, 129, 2, 1904651 
15, 129, 4, 1270815 
15, 129, 1, 3262 
15, 12, 6, 19518127 
15, 12, 5, 15355677 
15, 12, 3, 11332334 
15, 12, 2, 2111915 
15, 12, 4, 977711 
15, 12, 1, 1898 
15, 130, 6, 27577766 
15, 130, 5, 16664915 
15, 130, 3, 6052446 
15, 130, 2, 831824 
15, 130, 4, 828578 
15, 130, 1, 3155 
15, 131, 6, 16758114 
15, 131, 3, 13808963 
15, 131, 5, 11199765 
15, 131, 2, 2679170 
15, 131, 4, 504861 
15, 131, 1, 1916 
15, 132, 6, 21633132 
15, 132, 5, 16483482 
15, 132, 3, 9648402 
15, 132, 2, 1728028 
15, 132, 4, 990217 
15, 132, 1, 1508 
15, 133, 6, 25477119 
15, 133, 5, 16998220 
15, 133, 3, 7169753 
15, 133, 2, 1028503 
15, 133, 4, 995293 
15, 133, 1, 2208 
15, 134, 6, 16000295 
15, 134, 3, 13395576 
15, 134, 5, 13358237 
15, 134, 2, 3093558 
15, 134, 4, 821246 
15, 134, 1, 1746 
15, 135, 6, 22854646 
15, 135, 5, 17685983 
15, 135, 3, 8288395 
15, 135, 2, 1368229 
15, 135, 4, 1227268 
15, 135, 1, 3588 
15, 136, 6, 17359014 
15, 136, 5, 14199748 
15, 136, 3, 12609638 
15, 136, 2, 2694604 
15, 136, 4, 1080713 
15, 136, 1, 2137 
15, 137, 6, 26983733 
15, 137, 5, 16915695 
15, 137, 3, 6253589 
15, 137, 2, 872053 
15, 137, 4, 870801 
15, 137, 1, 1751 
15, 138, 6, 22499810 
15, 138, 5, 16212052 
15, 138, 3, 9323071 
15, 138, 2, 1648580 
15, 138, 4, 1096816 
15, 138, 1, 3484 
15, 139, 6, 27312566 
15, 139, 5, 16080047 
15, 139, 3, 6579347 
15, 139, 2, 899183 
15, 139, 4, 767753 
15, 139, 1, 759 
15, 13, 6, 28233608 
15, 13, 5, 17362973 
15, 13, 3, 5097702 
15, 13, 4, 904935 
15, 13, 2, 615508 
15, 13, 1, 2914 
15, 140, 6, 28780628 
15, 140, 5, 16084824 
15, 140, 3, 5667591 
15, 140, 4, 742257 
15, 140, 2, 719957 
15, 140, 1, 996 
15, 141, 6, 29326052 
15, 141, 5, 16146079 
15, 141, 3, 5252828 
15, 141, 4, 755228 
15, 141, 2, 629668 
15, 141, 1, 342 
15, 142, 6, 24057806 
15, 142, 5, 16175620 
15, 142, 3, 8461319 
15, 142, 2, 1398023 
15, 142, 4, 901947 
15, 142, 1, 2661 
15, 143, 6, 16884634 
15, 143, 5, 14192407 
15, 143, 3, 12859718 
15, 143, 2, 2746494 
15, 143, 4, 1068036 
15, 143, 1, 2512 
15, 144, 6, 27233484 
15, 144, 5, 16660299 
15, 144, 3, 6307135 
15, 144, 2, 837710 
15, 144, 4, 830767 
15, 144, 1, 1049 
15, 145, 6, 21855237 
15, 145, 5, 15541304 
15, 145, 3, 9973559 
15, 145, 2, 1745271 
15, 145, 4, 919557 
15, 145, 1, 385 
15, 146, 6, 23952132 
15, 146, 5, 15290958 
15, 146, 3, 8981767 
15, 146, 2, 1491612 
15, 146, 4, 835050 
15, 146, 1, 1092 
15, 147, 6, 29957831 
15, 147, 5, 15922766 
15, 147, 3, 4983677 
15, 147, 4, 690094 
15, 147, 2, 573207 
15, 147, 1, 2240 
15, 148, 6, 26308346 
15, 148, 5, 17176648 
15, 148, 3, 6537833 
15, 148, 4, 975513 
15, 148, 2, 880231 
15, 148, 1, 2496 
15, 149, 6, 20425303 
15, 149, 5, 14625041 
15, 149, 3, 11253612 
15, 149, 2, 2040655 
15, 149, 4, 701501 
15, 149, 1, 601 
15, 14, 6, 28594448 
15, 14, 5, 16985013 
15, 14, 3, 5116139 
15, 14, 4, 853460 
15, 14, 2, 611034 
15, 14, 1, 1603 
15, 150, 6, 22178366 
15, 150, 5, 17050061 
15, 150, 3, 9018214 
15, 150, 2, 1608681 
15, 150, 4, 1130848 
15, 150, 1, 987 
15, 151, 6, 27840944 
15, 151, 5, 15290789 
15, 151, 3, 6867705 
15, 151, 2, 916563 
15, 151, 4, 563747 
15, 151, 1, 677 
15, 152, 6, 27836587 
15, 152, 5, 15830715 
15, 152, 3, 6463783 
15, 152, 2, 880889 
15, 152, 4, 676346 
15, 152, 1, 337 
15, 153, 6, 29320428 
15, 153, 5, 15412742 
15, 153, 3, 5760456 
15, 153, 2, 725842 
15, 153, 4, 660914 
15, 153, 1, 1939 
15, 154, 6, 25918436 
15, 154, 5, 16338348 
15, 154, 3, 7355359 
15, 154, 2, 1057698 
15, 154, 4, 791001 
15, 154, 1, 1435 
15, 155, 6, 23047199 
15, 155, 5, 14093001 
15, 155, 3, 10104109 
15, 155, 2, 1630594 
15, 155, 4, 673343 
15, 155, 1, 264 
15, 156, 6, 29007307 
15, 156, 5, 15921512 
15, 156, 3, 5621985 
15, 156, 4, 724677 
15, 156, 2, 689284 
15, 156, 1, 668 
15, 157, 6, 25741265 
15, 157, 5, 16397944 
15, 157, 3, 7423625 
15, 157, 2, 1066388 
15, 157, 4, 842109 
15, 157, 1, 1283 
15, 158, 6, 27801088 
15, 158, 5, 14868086 
15, 158, 3, 7217182 
15, 158, 2, 922631 
15, 158, 4, 507471 
15, 158, 1, 114 
15, 159, 6, 23274559 
15, 159, 5, 17442644 
15, 159, 3, 8220417 
15, 159, 2, 1314442 
15, 159, 4, 1188162 
15, 159, 1, 1814 
15, 15, 6, 27160870 
15, 15, 5, 17072624 
15, 15, 3, 6017439 
15, 15, 4, 903355 
15, 15, 2, 817649 
15, 15, 1, 1259 
15, 160, 6, 30266553 
15, 160, 5, 15043469 
15, 160, 3, 5445804 
15, 160, 2, 647576 
15, 160, 4, 530838 
15, 160, 1, 245 
15, 161, 6, 23105220 
15, 161, 5, 17247628 
15, 161, 3, 8432253 
15, 161, 2, 1377491 
15, 161, 4, 1089938 
15, 161, 1, 1527 
15, 162, 6, 30171449 
15, 162, 5, 14817707 
15, 162, 3, 5696639 
15, 162, 2, 667008 
15, 162, 4, 513718 
15, 162, 1, 265 
15, 163, 6, 25291920 
15, 163, 5, 14999742 
15, 163, 3, 8596698 
15, 163, 2, 1271230 
15, 163, 4, 560896 
15, 163, 1, 359 
15, 164, 6, 28478199 
15, 164, 5, 16123521 
15, 164, 3, 5856071 
15, 164, 2, 749779 
15, 164, 4, 715420 
15, 164, 1, 566 
15, 165, 6, 24650675 
