size,local_cc,global_cc,avg_deg,max_deg,min_deg,avg_path,global_eff,local_eff
2580,0.551521117810769,0.598611643967006,27.1578947368421,54,2,2.31767313019391,0.495381973452149,0.748421438554709
2819,0.5629674723264,0.582373289523363,29.6736842105263,61,6,2.29202216066482,0.504334911352455,0.76214589987249
2094,0.476991896166861,0.458196913002806,22.0421052631579,47,5,2.35124653739612,0.480697113153253,0.719646661729308
1659,0.427596934060553,0.428135916163862,17.4631578947368,37,2,2.46526315789474,0.455240879977722,0.659330876050306
2209,0.486014536588387,0.498477331052181,23.2526315789474,47,3,2.34587257617729,0.484275503573749,0.71226533805002
3052,0.577830535493283,0.618512037241543,32.1263157894737,65,2,2.25290858725762,0.51505708716235,0.768553225749541
2611,0.532630362428686,0.563369452920401,27.4842105263158,52,3,2.28831024930748,0.50056158915808,0.743752300693255
3426,0.608793812846357,0.647501818157102,36.0631578947368,66,5,2.2180055401662,0.527104799034624,0.789939024179244
2875,NA,0.580624220754464,30.2631578947368,59,0,Inf,0.511654135338346,0.764575466026775
2336,0.47545738783142,0.498757286818202,24.5894736842105,53,5,2.27983379501385,0.495836814257867,0.708322589440598
3315,0.604149177736084,0.690577324938197,34.8947368421053,70,3,2.27468144044321,0.517350784368328,0.784711900149231
1974,0.438950960372936,0.445437198338759,20.7789473684211,37,3,2.35146814404432,0.477944862155388,0.683216844943307
2002,0.439717264680649,0.434530486127278,21.0736842105263,47,7,2.33662049861496,0.480845632600019,0.688833182503203
2229,0.484976372101748,0.498554688176138,23.4631578947368,48,4,2.32404432132964,0.486921006219252,0.720160278594135
3578,0.650824897825737,0.689989773059316,37.6631578947368,76,2,2.29146814404432,0.521983662860856,0.812441341986924
2073,0.465553644432426,0.489670724482581,21.8210526315789,44,3,2.39578947368421,0.473800241344101,0.691565834208787
2691,NA,0.517991099809282,28.3263157894737,59,1,2.22614958448753,0.511783161607723,0.730516802246336
2548,0.51117297856191,0.530266815619236,26.8210526315789,50,4,2.26642659279778,0.502097837185556,0.737790038265081
2250,0.513411027797288,0.543412608531521,23.6842105263158,51,2,2.36337950138504,0.482640861412791,0.723704122936008
2487,0.503349179413546,0.496566986324689,26.1789473684211,49,3,2.26819944598338,0.501151025712429,0.733074677887826
2338,0.481221228104389,0.48278139730387,24.6105263157895,49,4,2.26288088642659,0.498542652928618,0.715449792716875
2272,0.498629291790574,0.544251783617809,23.9157894736842,54,2,2.35728531855956,0.482996379838485,0.711924104105329
1969,0.452677663118677,0.452928159849265,20.7263157894737,43,3,2.36648199445983,0.475819177573564,0.689618028493271
2396,0.485772784213468,0.492280821208129,25.2210526315789,53,2,2.3003324099723,0.494879792072775,0.721471845696326
2699,0.535742702148066,0.539557879049523,28.4105263157895,50,4,2.26138504155125,0.506511649494106,0.756263335377974
3141,0.618993716758794,0.671767854801262,33.0631578947368,60,3,2.31617728531856,0.508163928339367,0.786934291292099
2120,0.468890813740244,0.493576992433678,22.3157894736842,45,2,2.3603324099723,0.47988211268913,0.701352511624889
2204,NA,0.502040816326531,23.2,41,1,2.36764542936288,0.481554812958322,0.719228801395298
2424,0.500935306583098,0.506754993766851,25.5157894736842,52,4,2.28747922437673,0.496955351341316,0.734012633231689
2311,0.519219558995387,0.593810789336694,24.3263157894737,58,2,2.39894736842105,0.478701383087348,0.723757610149645
2513,0.526420811497514,0.540984896161108,26.4526315789474,52,4,2.33612188365651,0.492471920542096,0.743592990981947
2428,NA,0.516970515730979,25.5578947368421,58,1,2.2798891966759,0.498168569572078,0.733994342025952
2176,NA,0.484744974604764,22.9052631578947,42,0,Inf,0.480705467372134,0.723273995010382
2553,0.548573786389716,0.542643444247694,26.8736842105263,55,4,2.29224376731302,0.498389492249141,0.761508992716568
2493,0.518018217973793,0.55655491959662,26.2421052631579,53,6,2.28797783933518,0.497781490763947,0.738200429011726
2252,0.474968105400977,0.480002052826057,23.7052631578947,49,4,2.2995567867036,0.491311612364244,0.71588784362911
2711,0.530125078424946,0.537574392253119,28.5368421052632,58,4,2.2402216066482,0.509231411862991,0.7478010504738
2297,0.488827741659579,0.488127427363453,24.1789473684211,47,2,2.30792243767313,0.491308827624617,0.717994168143496
2839,0.551080299505835,0.54796573875803,29.8842105263158,52,2,2.25789473684211,0.510365729137659,0.76045094938327
2128,NA,0.464646662105366,22.4,43,0,Inf,0.48093567251462,0.722730443467619
2707,0.538612740735869,0.564596511405022,28.4947368421053,65,5,2.31202216066482,0.50105355982549,0.747002484216874
2494,0.519402434122851,0.537057364719275,26.2526315789474,50,5,2.31623268698061,0.494337696092082,0.738849649530098
3386,0.571479078283859,0.611671132661307,35.6421052631579,72,7,2.12786703601108,0.540271976236888,0.776321284198319
1977,0.463622565689814,0.455294358600915,20.8105263157895,37,3,2.37540166204986,0.47464216095795,0.700934297931026
4278,0.653826036513075,0.65586770309685,45.0315789473684,79,3,2.081108033241,0.564842662211083,0.822162479539286
2468,NA,0.506968918095339,25.9789473684211,60,1,2.29445983379501,0.497479810637705,0.715808595456479
2665,0.520208300928343,0.542083522613225,28.0526315789474,71,3,2.29080332409972,0.501931681054488,0.738983629636658
2079,0.460771928310169,0.471321266795359,21.8842105263158,49,4,2.37218836565097,0.477568922305764,0.696407973686345
3043,0.565837671738579,0.593631458973253,32.0315789473684,60,6,2.21434903047091,0.520031560382438,0.772617895924035
2130,NA,0.446563369090187,22.4210526315789,42,1,2.30969529085873,0.48744082428293,0.697420267174913
2533,0.520355697304028,0.515132526265266,26.6631578947368,49,4,2.26686980609418,0.502394876079087,0.74629442353657
1747,0.463817028420635,0.450591910555738,18.3894736842105,36,2,2.5215512465374,0.451193725053374,0.695100947612926
1786,0.457436542337137,0.443646291682129,18.8,47,4,2.45063711911357,0.460648844333055,0.686279510662131
2332,0.510310903597731,0.501550225706437,24.5473684210526,49,3,2.30897506925208,0.491817506729787,0.733746281483123
3204,0.573483150761961,0.611952134366351,33.7263157894737,67,6,2.20565096952909,0.524306135709644,0.773263220566067
2536,0.516438796338859,0.543404044615866,26.6947368421053,54,2,2.29318559556787,0.498510164299638,0.734416925513491
2403,0.503588001172132,0.513382661916507,25.2947368421053,41,3,2.28675900277008,0.49607815835886,0.72948037905483
1828,NA,0.428625463348211,19.2421052631579,45,1,2.38775623268698,0.470212568458182,0.664198762406068
2269,0.51552626733583,0.547946658584634,23.8842105263158,55,2,2.38382271468144,0.480215353197809,0.729969813769839
2543,0.519153952859296,0.515416140028343,26.7684210526316,61,3,2.30842105263158,0.497182771744175,0.737510662671345
3753,0.632522251700682,0.666831683168317,39.5052631578947,67,4,2.15385041551247,0.543817878028404,0.807034055339086
1911,NA,0.518359853121175,20.1157894736842,47,1,2.58454293628809,0.448489742875708,0.695267602557927
1894,0.476134234103473,0.463097234359132,19.9368421052632,45,2,2.44326869806094,0.4642634363687,0.705428538497642
1679,NA,0.422294833270123,17.6736842105263,36,0,Inf,0.450768588137009,0.655694741775014
2435,NA,0.586080228457061,25.6315789473684,62,0,Inf,0.464255082149819,0.738782515602854
2150,0.464761163227122,0.465148579991959,22.6315789473684,45,4,2.32886426592798,0.485542560103964,0.709553683546901
3581,0.621644263700356,0.676955267566113,37.6947368421053,71,4,2.18409972299169,0.534990253411306,0.791628156837721
3112,0.567318545471622,0.634890922536513,32.7578947368421,71,3,2.21861495844875,0.520658126798478,0.757780710684269
2070,0.449353376495141,0.445572453486281,21.7894736842105,45,4,2.36387811634349,0.478743154181751,0.69662272100114
2633,0.540667678246003,0.525536992840095,27.7157894736842,52,7,2.25894736842105,0.505026455026455,0.755545831663714
2536,0.519236673914181,0.540480854853072,26.6947368421053,68,3,2.28537396121884,0.500464123271141,0.738318054265488
2410,0.545175321887773,0.548690758041879,25.3684210526316,58,2,2.37274238227147,0.484504780469693,0.7387777273812
3775,0.643119363519329,0.659854168127322,39.7368421052632,71,3,2.1993351800554,0.538582567529936,0.812584329690257
2615,0.537400304473121,0.567750483420468,27.5263157894737,57,6,2.28592797783934,0.500686902441288,0.748406134996451
2478,0.495645651570935,0.511985628473587,26.0842105263158,49,2,2.26637119113573,0.501039636127355,0.726668788980566
