size,local_cc,global_cc,avg_deg,max_deg,min_deg,avg_path,global_eff,local_eff
781,NA,0.621107861689317,8.22105263157895,31,0,Inf,0.208019154025837,0.529127759818826
839,NA,0.552658058024484,8.83157894736842,31,0,Inf,0.27100160012023,0.56756186102599
432,NA,0.440779610194903,4.54736842105263,15,0,Inf,0.181529706717677,0.459545880532723
296,NA,0.416543574593796,3.11578947368421,12,0,Inf,0.0874816394657665,0.31493265993266
497,NA,0.462548638132296,5.23157894736842,20,0,Inf,0.196195099340463,0.369743871403884
959,NA,0.577107081684484,10.0947368421053,39,0,Inf,0.26263740158477,0.548450873507831
747,NA,0.597377515755235,7.86315789473684,31,0,Inf,0.239464476085195,0.517609315701731
1152,NA,0.62665668618731,12.1263157894737,38,0,Inf,0.286845068820842,0.629494785469423
882,NA,0.546142208774584,9.28421052631579,26,0,Inf,0.262477821537972,0.563565669143483
624,NA,0.496181965881397,6.56842105263158,23,0,Inf,0.229629259938366,0.544588272337931
1109,NA,0.636681426240969,11.6736842105263,46,0,Inf,0.260982882490819,0.577580820312712
382,NA,0.441213653603034,4.02105263157895,17,0,Inf,0.154875712795512,0.376805443381295
414,NA,0.472361809045226,4.35789473684211,14,0,Inf,0.188992542004238,0.408346964925912
527,NA,0.497754667927204,5.54736842105263,20,0,Inf,0.200351308087315,0.456376826344767
1141,NA,0.554264406191736,12.0105263157895,46,0,Inf,0.284505178289639,0.639964688290585
418,NA,0.429175475687104,4.4,21,0,Inf,0.169072508759226,0.363390968479978
669,NA,0.492339544513458,7.04210526315789,24,0,Inf,0.256041364032174,0.510830212417297
678,NA,0.522372392074531,7.13684210526316,24,0,Inf,0.221837711161019,0.513628439003939
562,NA,0.526990913949759,5.91578947368421,23,0,Inf,0.21196774001703,0.469063473043209
606,NA,0.432061978545888,6.37894736842105,19,0,Inf,0.235741932191389,0.512763638628434
556,NA,0.457313547889767,5.85263157894737,22,0,Inf,0.207738504108596,0.452917810187567
579,NA,0.522057701114334,6.09473684210526,26,0,Inf,0.192938894856188,0.430739686621054
416,NA,0.452763622108977,4.37894736842105,16,0,Inf,0.183062342218566,0.389288268261952
541,NA,0.461246200607903,5.69473684210526,16,0,Inf,0.228323481030248,0.543053336527021
745,NA,0.553089791737794,7.84210526315789,26,0,Inf,0.258297885165053,0.560908532957761
973,NA,0.588506953555497,10.2421052631579,36,0,Inf,0.24041087165565,0.507639503594301
491,NA,0.510496418868857,5.16842105263158,22,0,Inf,0.185049759640403,0.391715662339338
558,NA,0.526148339630145,5.87368421052632,20,0,Inf,0.204418475642369,0.462472761900047
615,NA,0.457570093457944,6.47368421052632,20,0,Inf,0.246429905531827,0.502965494451746
540,NA,0.54517087667162,5.68421052631579,28,0,Inf,0.17454349867466,0.420983836034831
581,NA,0.498308525033829,6.11578947368421,22,0,Inf,0.209910226535122,0.453891463208516
675,NA,0.571590586901049,7.10526315789474,27,0,Inf,0.232966752298415,0.539838597391504
461,NA,0.399802566633761,4.85263157894737,17,0,Inf,0.216431766043295,0.412320656439077
640,NA,0.453249398259582,6.73684210526316,20,0,Inf,0.233723582645888,0.587894841530596
662,NA,0.553066332916145,6.96842105263158,27,0,Inf,0.22079678706454,0.512195818167643
429,NA,0.424758220502901,4.51578947368421,13,0,Inf,0.188687613478758,0.425952646281594
681,NA,0.515300691857371,7.16842105263158,29,0,Inf,0.243488894996831,0.523773140450585
546,NA,0.455547898001378,5.74736842105263,18,0,Inf,0.21706974868629,0.490066339419668
763,NA,0.491767816368225,8.03157894736842,26,0,Inf,0.269973876490167,0.588753016194844
556,NA,0.498947368421053,5.85263157894737,14,0,Inf,0.231840715675302,0.554399381320434
730,NA,0.514945652173913,7.68421052631579,29,0,Inf,0.244329261505536,0.550244701288427
652,NA,0.534206896551724,6.86315789473684,29,0,Inf,0.229753110530053,0.472567688927055
1237,NA,0.561748097225632,13.0210526315789,43,0,Inf,0.327901411376766,0.630029809050156
441,NA,0.544276457883369,4.64210526315789,14,0,Inf,0.186622900444956,0.467625560112402
1706,NA,0.599492014095465,17.9578947368421,51,0,Inf,0.381215074723847,0.740925950213878
565,NA,0.452755160007574,5.94736842105263,24,0,Inf,0.224392142094732,0.49412419859795
654,NA,0.431855747558227,6.88421052631579,30,0,Inf,0.260098737705254,0.491704009185918
405,NA,0.433411214953271,4.26315789473684,17,0,Inf,0.150965221541663,0.421247542704973
882,NA,0.532171677497679,9.28421052631579,33,0,Inf,0.2744828822899,0.548617829596628
437,NA,0.418604651162791,4.6,14,0,Inf,0.192994091060089,0.412333136162084
655,NA,0.476920669691754,6.89473684210526,21,0,Inf,0.246297041706398,0.556514223292474
318,NA,0.399274047186933,3.34736842105263,13,0,Inf,0.122168701375051,0.316631367657683
