size,local_cc,global_cc,avg_deg,max_deg,min_deg,avg_path,global_eff,local_eff
11355,0.719196260459967,0.710648448038043,119.526315789474,145,100,1.37091412742382,0.810916179337232,0.861920242760447
11185,0.730347280965286,0.721682776680549,117.736842105263,144,100,1.3803324099723,0.806182121971596,0.867757134109972
11725,0.713920797186293,0.711957863432886,123.421052631579,152,97,1.35041551246537,0.821219715956558,0.859143262899353
12061,0.709153884753039,0.709136884488742,126.957894736842,148,95,1.33180055401662,0.830576441102757,0.856890616237069
11904,0.717344836872443,0.715292104761668,125.305263157895,160,91,1.34049861495845,0.82620439988861,0.860966670778168
11344,0.734167643540172,0.727101692784236,119.410526315789,149,92,1.37152354570637,0.810609857978279,0.869075983634459
11523,0.722418500505953,0.716742427987395,121.294736842105,161,94,1.36160664819945,0.815594541910331,0.863402688739767
11006,0.745160436115908,0.734198148978743,115.852631578947,151,94,1.39024930747922,0.801197438039543,0.874869739983079
11207,0.704891557354496,0.700659191450221,117.968421052632,144,90,1.3791135734072,0.806794764689502,0.855038377404857
11494,0.702019751962808,0.700457551007029,120.989473684211,145,98,1.36321329639889,0.814786967418546,0.853409254360832
11075,0.748023065640454,0.737918462207332,116.578947368421,147,92,1.38642659279778,0.803118908382066,0.876388237690856
11802,0.703468297046337,0.701389918222666,124.231578947368,153,100,1.34614958448753,0.823363965469229,0.854008935768825
11825,0.707684303288995,0.707415878539556,124.473684210526,156,91,1.34487534626039,0.824004455583403,0.856182985847638
11586,0.703885576492435,0.701738479472595,121.957894736842,146,97,1.3581163434903,0.817348927875244,0.854486502977703
11058,0.763240080986998,0.751864424645622,116.4,159,87,1.38736842105263,0.802645502645503,0.8841500166927
11652,0.710601067010736,0.705822246893647,122.652631578947,148,105,1.35445983379501,0.819186856028961,0.85747225215012
11455,0.721428823458538,0.7172106559212,120.578947368421,153,93,1.36537396121884,0.813700918964077,0.862979838502209
11450,0.714656484089627,0.708939863273473,120.526315789474,154,99,1.36565096952909,0.813561681982735,0.859840020304974
11788,0.722339916197168,0.721547524225802,124.084210526316,156,88,1.34692520775623,0.82297410192147,0.863732631561378
11516,0.709793734248364,0.706772348706277,121.221052631579,157,95,1.36199445983379,0.815399610136452,0.857277931796107
11725,0.712265272841251,0.709825388323514,123.421052631579,150,98,1.35041551246537,0.821219715956558,0.858605526307808
11467,0.710049212302248,0.704668969095397,120.705263157895,150,100,1.36470914127424,0.814035087719298,0.857286948461675
11940,0.712740848209919,0.710589728465148,125.684210526316,152,98,1.33850415512465,0.827206906154275,0.858686972941288
11760,0.722244765104725,0.722467870019818,123.789473684211,163,81,1.34847645429363,0.822194374825954,0.86359624572661
11380,0.715691555544429,0.709396339797869,119.789473684211,148,94,1.36952908587258,0.811612364243943,0.860117446271973
11240,0.749109758853806,0.735893148250506,118.315789473684,153,101,1.37728531855956,0.80771372876636,0.876605085555281
11727,0.705695920579216,0.702843460213156,123.442105263158,149,100,1.35030470914127,0.821275410749095,0.855138511908192
11595,0.702043675987805,0.699038025089849,122.052631578947,155,99,1.35761772853186,0.81759955444166,0.853447949612074
11642,0.713499861834298,0.711749519315184,122.547368421053,159,95,1.35501385041551,0.818908382066277,0.859147683093075
11671,0.738199350363736,0.732665758838056,122.852631578947,150,91,1.35340720221607,0.819715956558062,0.871206486413375
11477,0.721976055566138,0.716947803970242,120.810526315789,150,93,1.36415512465374,0.814313561681983,0.863190769920739
11806,0.71650618236453,0.717749271496631,124.273684210526,157,88,1.34592797783934,0.823475355054302,0.860736956786944
11547,0.704933396667507,0.701676401291786,121.547368421053,150,102,1.36027700831025,0.816262879420774,0.855139355725068
11559,0.712034010401789,0.710894317058366,121.673684210526,148,90,1.35961218836565,0.816597048175996,0.858158046698175
11467,0.713841006924295,0.709034229197346,120.705263157895,144,102,1.36470914127424,0.814035087719298,0.859112992726376
11530,0.70179515791631,0.698719773669508,121.368421052632,147,101,1.3612188365651,0.815789473684211,0.853482109790265
11404,0.716388021960586,0.71183894843441,120.042105263158,147,88,1.36819944598338,0.812280701754386,0.860749309430235
11596,0.702379560379975,0.700006654152959,122.063157894737,150,102,1.35756232686981,0.817627401837928,0.853546673036934
11442,0.728044562398915,0.721379350605902,120.442105263158,169,96,1.36609418282548,0.813338902812587,0.866191020917671
11905,0.710131436548026,0.708553746704185,125.315789473684,162,104,1.3404432132964,0.826232247284879,0.857350246044781
11515,0.744115256874415,0.743498145877153,121.210526315789,149,79,1.36204986149584,0.815371762740184,0.874755249814576
11399,0.717655929222963,0.71154420882913,119.989473684211,150,100,1.36847645429363,0.812141464773044,0.861051238866122
11267,0.728644817031859,0.727252745225828,118.6,145,84,1.37578947368421,0.808465608465608,0.866556934463237
12000,0.716227574243751,0.713698878450411,126.315789473684,148,96,1.33518005540166,0.828877749930382,0.860276767555718
10919,0.750765918885741,0.747112970300513,114.936842105263,147,86,1.39506925207756,0.798774714564188,0.877689928677295
12057,0.734233444593831,0.734560131299091,126.915789473684,159,89,1.33202216066482,0.830465051517683,0.869155374042876
11821,0.737586133828735,0.742149817963776,124.431578947368,157,82,1.34509695290859,0.823893065998329,0.87083633968836
11636,0.70961595925978,0.705735040684104,122.484210526316,153,104,1.35534626038781,0.818741297688666,0.85727655425274
11337,0.735274793207347,0.730429162200351,119.336842105263,148,89,1.37191135734072,0.8104149262044,0.869963246914916
11882,0.715291180351009,0.714489173870918,125.073684210526,151,89,1.34171745152355,0.825591757170705,0.859751729533209
11679,0.715300742877897,0.710894200566037,122.936842105263,156,96,1.35296398891967,0.819938735728209,0.859845607053052
12054,0.720707331592629,0.718342493585126,126.884210526316,158,95,1.33218836565097,0.830381509328878,0.862386399589249
12097,0.718777091740913,0.717204650213062,127.336842105263,152,91,1.32980609418283,0.831578947368421,0.861678704675203
11606,0.714936675675882,0.710085602204949,122.168421052632,151,102,1.35700831024931,0.817905875800613,0.859938293281175
11104,0.725144895810525,0.721842718696521,116.884210526316,155,91,1.38481994459834,0.803926482873851,0.86497403388547
11651,0.725230962581941,0.719934405091826,122.642105263158,157,92,1.35451523545706,0.819159008632693,0.864907530150224
11435,0.70355876738774,0.700445648322212,120.368421052632,145,94,1.36648199445983,0.813143971038708,0.854127381551478
11832,0.701363079836906,0.700967235316129,124.547368421053,150,95,1.34448753462604,0.824199387357282,0.853090708664689
11622,0.72003570796621,0.714355023680883,122.336842105263,157,96,1.35612188365651,0.818351434140908,0.862216389598639
11813,0.736086923002897,0.73574094846584,124.347368421053,155,79,1.34554016620499,0.823670286828182,0.870012130475911
11310,0.766776300121245,0.753207857281454,119.052631578947,150,89,1.37340720221607,0.809663046505152,0.885186794420281
11809,0.726324740841626,0.719666287992365,124.305263157895,156,104,1.34576177285319,0.823558897243108,0.865580053218898
11700,0.702477488291307,0.699863441771269,123.157894736842,163,107,1.35180055401662,0.820523531049847,0.853719632070744
12327,0.726454276755708,0.726239317175861,129.757894736842,159,102,1.31706371191136,0.837983848510164,0.865308333418509
11474,0.748090624676306,0.738076741514981,120.778947368421,163,92,1.36432132963989,0.814230019493177,0.876404988481251
11684,0.701464914000612,0.700095137192156,122.989473684211,148,98,1.35268698060942,0.820077972709552,0.853071779784081
11061,0.749087036012489,0.741623065345571,116.431578947368,151,90,1.38720221606648,0.802729044834308,0.876604572485693
11513,0.726019838573242,0.725304923846355,121.189473684211,155,86,1.36216066481994,0.815316067947647,0.865140132851521
11849,0.712972847155623,0.709970272892883,124.726315789474,149,102,1.34354570637119,0.824672793093846,0.859010788133695
11411,0.704618810599716,0.70290657569875,120.115789473684,158,89,1.36781163434903,0.812475633528265,0.854955114110748
12294,0.755303718959753,0.754302642896639,129.410526315789,167,80,1.318891966759,0.837064884433306,0.879719892498432
11636,0.715906193598259,0.712760266034038,122.484210526316,159,98,1.35534626038781,0.818741297688666,0.860158064811277
11259,0.758872388042614,0.749535427625342,118.515789473684,152,83,1.37623268698061,0.808242829295461,0.881624428799843
