size,local_cc,global_cc,avg_deg,max_deg,min_deg,avg_path,global_eff,local_eff
15569,0.882789186288813,0.878050978331566,163.884210526316,191,135,1.13745152354571,0.928265107212476,0.941971265375127
15235,0.865153045354784,0.860651938822802,160.368421052632,189,127,1.15595567867036,0.918964076858814,0.933526787929136
16241,0.904371040511969,0.903107519395449,170.957894736842,191,142,1.1002216066482,0.946978557504873,0.952672927362969
16803,0.928309392383428,0.928166117042475,176.873684210526,190,157,1.06908587257618,0.962628794207742,0.964562479239751
16511,0.915734424659739,0.915303550949076,173.8,191,144,1.08526315789474,0.954497354497355,0.958354337732609
15446,0.877418168271812,0.872820802805385,162.589473684211,191,129,1.14426592797784,0.924839877471456,0.939298280899528
15864,0.888899584479823,0.886970825230949,166.989473684211,191,134,1.121108033241,0.936480089111668,0.94503022350695
14795,0.856695058886007,0.848295237783327,155.736842105263,190,124,1.1803324099723,0.906711222500696,0.929283812322564
15434,0.868009489902243,0.86532299500783,162.463157894737,187,134,1.14493074792244,0.924505708716235,0.934820229553742
15866,0.884915064815534,0.883621156973593,167.010526315789,188,133,1.1209972299169,0.936535783904205,0.943144261561452
14887,0.866149913230229,0.856487566586152,156.705263157895,190,121,1.17523545706371,0.909273182957393,0.934080321843386
16299,0.902670226128543,0.90219431521472,171.568421052632,190,152,1.09700831024931,0.948593706488443,0.951855044329472
16315,0.904926948479396,0.904284911764846,171.736842105263,190,145,1.09612188365651,0.949039264828738,0.953004978039875
16132,0.897951591995993,0.897000751581523,169.810526315789,189,139,1.10626038781163,0.943943191311612,0.949583581298874
14650,0.865820922882009,0.853966297048231,154.210526315789,191,113,1.18836565096953,0.902673350041771,0.933886303413187
16217,0.903030621394196,0.901614217294121,170.705263157895,191,145,1.1015512465374,0.946310219994431,0.951982483137299
15519,0.874050902571983,0.871356463640671,163.357894736842,189,128,1.1402216066482,0.926872737399053,0.937797660995697
15628,0.878103081689859,0.875491814187679,164.505263157895,190,133,1.13418282548476,0.929908103592314,0.93980540704623
16204,0.905972407272322,0.904240735155611,170.568421052632,191,133,1.10227146814404,0.945948203842941,0.953621130269971
15797,0.881047907705983,0.879992718331873,166.284210526316,191,140,1.12481994459834,0.934614313561682,0.941220255878226
15964,0.890596798294896,0.889262530106664,168.042105263158,191,142,1.11556786703601,0.939264828738513,0.945966073194375
15875,0.887974573488235,0.885959319377433,167.105263157895,190,136,1.12049861495845,0.936786410470621,0.944635994972904
16324,0.905656202042191,0.905117564584856,171.831578947368,190,150,1.09562326869806,0.949289891395155,0.953394570656575
16083,0.895374930275188,0.894827849260032,169.294736842105,190,132,1.10897506925208,0.942578668894458,0.948350249188791
15546,0.874996358615614,0.87209778427311,163.642105263158,191,132,1.13872576177285,0.927624617098301,0.938218943137826
14974,0.871916204803839,0.861436954253734,157.621052631579,191,129,1.17041551246537,0.911695906432749,0.936765440148228
16290,0.904900628964588,0.904010134361857,171.473684210526,191,146,1.09750692520776,0.948343079922027,0.952961542793168
16247,0.903575008288355,0.902589936663853,171.021052631579,191,147,1.0998891966759,0.947145641882484,0.952354895049761
16150,0.89971515574608,0.898575095471741,170,190,141,1.10526315789474,0.944444444444444,0.950467438123562
16024,0.90241997741468,0.899128047154665,168.673684210526,191,134,1.11224376731302,0.94093567251462,0.951753614284716
15704,0.883468483630314,0.880561693314157,165.305263157895,191,134,1.12997229916898,0.932024505708716,0.942421744554891
16255,0.902519623395972,0.902146835282357,171.105263157895,190,137,1.0994459833795,0.947368421052632,0.951871448914586
16098,0.89622795936177,0.895014358332064,169.452631578947,191,143,1.10814404432133,0.942996379838485,0.94880451710625
15929,0.886709034047729,0.885905684348385,167.673684210526,190,143,1.11750692520776,0.938290169869117,0.943995250910617
15662,0.881523446737085,0.878060387441868,164.863157894737,187,138,1.13229916897507,0.930854915065441,0.941337920371374
15934,0.886759806721563,0.885690875713474,167.726315789474,187,147,1.11722991689751,0.93842940685046,0.944108248320521
15654,0.878198498245481,0.876139395916071,164.778947368421,189,135,1.13274238227147,0.930632135895294,0.939887521158553
16061,0.891686641425089,0.891027238840548,169.063157894737,189,147,1.11019390581717,0.941966026176552,0.946488563773301
15435,0.871143335269235,0.86842575685473,162.473684210526,191,135,1.14487534626039,0.924533556112503,0.936314046987382
16393,0.908971232848787,0.90837825929472,172.557894736842,191,150,1.09180055401662,0.951211361737678,0.954982400111013
15624,0.887821266139902,0.883683731066728,164.463157894737,191,117,1.13440443213296,0.92979671400724,0.944809041476756
15724,0.883230303261991,0.880576786401555,165.515789473684,191,138,1.12886426592798,0.932581453634085,0.942267442423739
14981,0.861592750874775,0.856325849927039,157.694736842105,186,116,1.17002770083102,0.911890838206628,0.931646836415428
16670,0.923944655332259,0.923360934389663,175.473684210526,190,148,1.07645429362881,0.958925090504038,0.962384691679382
14277,0.831239428871617,0.827282512268197,150.284210526316,188,112,1.20903047091413,0.89228627123364,0.916700953233328
16140,0.900931642006599,0.899827138054888,169.894736842105,191,133,1.10581717451524,0.94416597048176,0.951044035654653
16024,0.902839763831716,0.900794961465003,168.673684210526,191,118,1.11224376731302,0.94093567251462,0.951983133972225
16154,0.899098864115336,0.897939579370471,170.042105263158,189,147,1.10504155124654,0.944555834029518,0.950136506209472
15200,0.870595315262499,0.864726069777422,160,191,124,1.15789473684211,0.917989417989418,0.936136259439753
16291,0.905734462956765,0.905107500429591,171.484210526316,190,142,1.09745152354571,0.948370927318296,0.953385034985626
15954,0.892301942791942,0.890401726718428,167.936842105263,190,140,1.11612188365651,0.938986354775828,0.946723888969932
16572,0.920516162529857,0.919638188073801,174.442105263158,191,142,1.0818836565097,0.95619604566973,0.960681603985175
16788,0.928515200480806,0.928209954377759,176.715789473684,190,155,1.06991689750693,0.962211083263715,0.964681270599403
16102,0.897230073577624,0.895963601803976,169.494736842105,190,142,1.10792243767313,0.943107769423559,0.949246628661145
15123,0.856533436094588,0.853839637829871,159.189473684211,190,122,1.16216066481994,0.915845168476747,0.929133092171232
15778,0.885738307968733,0.883425657258419,166.084210526316,191,138,1.12587257617729,0.934085213032581,0.943563465005834
15805,0.882969009460242,0.881571182685148,166.368421052632,189,142,1.12437673130194,0.93483709273183,0.942138729466089
16501,0.913434466693768,0.913132935375367,173.694736842105,191,151,1.08581717451524,0.95421888053467,0.957209876467547
16086,0.902681543221917,0.899834649512195,169.326315789474,190,136,1.10880886426593,0.942662211083264,0.951838947730577
16038,0.898531055750127,0.897146023871213,168.821052631579,191,131,1.11146814404432,0.941325536062378,0.949840263270962
14748,0.866513507978543,0.855349351515127,155.242105263158,189,121,1.18293628808864,0.905402394876079,0.933998421161074
16365,0.914961311205348,0.912726372033157,172.263157894737,191,144,1.09335180055402,0.950431634642161,0.958084429431989
16413,0.911540839964835,0.910642679995918,172.768421052632,191,146,1.09069252077562,0.951768309663046,0.95631870171767
16878,0.934003229536751,0.933691838474151,177.663157894737,191,150,1.06493074792244,0.964717348927875,0.967365602549768
15795,0.898726623000363,0.89313991750691,166.263157894737,191,129,1.12493074792244,0.934558618769145,0.95003987638194
16210,0.899277806365935,0.898696627478119,170.631578947368,189,144,1.10193905817175,0.946115288220551,0.950205591336334
14783,0.862785889264447,0.85366808987711,155.610526315789,190,116,1.1809972299169,0.906377053745475,0.932268229575409
15462,0.876680940932924,0.873403413953655,162.757894736842,190,120,1.14337950138504,0.925285435811752,0.939052846065872
16345,0.906791517388123,0.906102861348253,172.052631578947,189,143,1.09445983379501,0.949874686716792,0.953959504667679
16001,0.89086556571012,0.889867225822714,168.431578947368,190,141,1.11351800554017,0.940295182400446,0.946093984733062
16410,0.918732937281384,0.916986708188167,172.736842105263,191,129,1.09085872576177,0.951684767474241,0.959884231528263
16049,0.89507633167313,0.893647319935913,168.936842105263,191,141,1.11085872576177,0.941631857421331,0.948093884651639
14554,0.851752081701466,0.843375577719205,153.2,191,112,1.19368421052632,0.9,0.926857852538589
15591,0.880513010835055,0.877187701982078,164.115789473684,191,131,1.13623268698061,0.928877749930382,0.941028311671411
15783,0.880808438377121,0.87962153587787,166.136842105263,190,134,1.12559556786704,0.934224450013924,0.941102285728512
14672,0.872665721121057,0.857667995851513,154.442105263158,191,119,1.18714681440443,0.903285992759677,0.937491909935709
16247,0.902510971561774,0.901598765639597,171.021052631579,190,147,1.0998891966759,0.947145641882484,0.951784415117304
16105,0.903610282487695,0.902150945643701,169.526315789474,191,120,1.10775623268698,0.943191311612364,0.95228628423605
15819,0.888465013206538,0.887106385160647,166.515789473684,188,125,1.12360110803324,0.935226956279588,0.944878785656877
16385,0.908909803683391,0.908273906561936,172.473684210526,190,148,1.09224376731302,0.95098858256753,0.9549706672695
